numericas__peso_carga,numericas__cantidad_paquetes,numericas__distancia_real_km,numericas__precio_combustible,numericas__costo_envio,numericas__fecha_salida_anio,numericas__fecha_salida_mes,numericas__fecha_salida_dia,numericas__fecha_salida_dia_semana,numericas__fecha_salida_fin_semana,numericas__fecha_salida_semana,numericas__fecha_salida_trimestre,numericas__hora_salida_num,categoricas__tipo_combustible_Diesel,categoricas__tipo_combustible_Gasolina,entrega_tardia
-0.5972851985963457,-1.0414764847940134,0.7468730932507118,-2.1904222328608958,0.0204721462657637,0.0,1.282775394421357,-0.9318152953044371,-1.0081962254017445,-0.638325571740905,1.191408137297947,1.6215115856271138,1.256795002231786,0.0,1.0,1
-0.642362516777594,-1.4786629322513334,1.2388352013869839,1.8289937181801883,0.28570740591732136,0.0,0.8237807099517775,1.3864936340799499,0.9969174609162059,1.5665986829772471,0.9787278941118804,0.2863847139703712,-1.533445513702078,1.0,0.0,0
-0.6530952115826532,-0.6042900373366937,1.243371185818933,0.2900737570762972,0.4770474801898197,0.0,-1.0121980279265403,0.11142372291853707,-1.509474646981232,-0.638325571740905,-0.9353942945627195,-1.0487421576863714,-0.6486455606230499,0.0,1.0,1
-0.4062432310662931,-0.5168527478452297,-0.1273418046423258,1.424014781047583,-0.444158974261092,0.0,-0.5532033434569608,1.038747294672292,-1.0081962254017445,-0.638325571740905,-0.40369368659755284,-1.0487421576863714,1.1796962511336133,1.0,0.0,0
-0.592992120674322,-1.4786629322513334,0.8565824116302183,0.7760484816354212,0.012416359662964505,0.0,1.282775394421357,-0.4681535094275597,0.9969174609162059,1.5665986829772471,1.191408137297947,1.6215115856271138,0.6767186844455352,0.0,1.0,0
-0.6166040492454521,0.27008285757794587,-1.6299827490904326,-0.13515412691293774,-1.57227194777337,0.0,-0.09420865898738136,0.34325461585697575,0.9969174609162059,1.5665986829772471,-0.08467332181845284,0.2863847139703712,0.49682159854979924,0.0,1.0,0
-0.569380192103192,-0.5168527478452297,-0.2588084720767726,-1.1172280494594988,-0.6397995060433556,0.0,1.7417700788909365,-0.4681535094275597,-1.0081962254017445,-0.638325571740905,1.7231087452631138,1.6215115856271138,-0.6523169297229631,0.0,1.0,0
0.7722066585291997,0.051489633849285975,1.2153095872145039,-0.7122491123268974,1.4046743359933385,0.0,0.8237807099517775,0.34325461585697575,-0.005639382242769227,-0.638325571740905,0.8723877725188471,0.2863847139703712,-0.615603238723833,1.0,0.0,1
0.9568090091762165,0.8384252392724616,-1.6383627881257277,-0.2161499143394566,-0.5649352034789968,0.0,1.282775394421357,1.3864936340799499,-1.509474646981232,-0.638325571740905,1.5104285020770472,1.6215115856271138,0.2508398688556296,1.0,0.0,0
-0.5264494128829554,0.6198320155438017,-1.943273199263164,-0.12502965348462108,-1.6906859538521084,0.0,0.8237807099517775,-1.3954770811813144,-0.5069178038222568,-0.638325571740905,0.6597075293327804,0.2863847139703712,-0.6339600842233981,1.0,0.0,1
1.927044619553562,-1.1726324190312094,-0.9246756104684357,1.2114008390529691,0.09909177792315584,0.0,-0.5532033434569608,1.2705781876107307,-0.005639382242769227,-0.638325571740905,-0.40369368659755284,-1.0487421576863714,-0.7698007409201784,1.0,0.0,1
-0.6380694388555704,-0.3856968136080338,-1.9288195539545816,-0.6211288514720618,-1.9651883965880892,0.0,0.8237807099517775,0.6910009552646338,1.4981958824956936,1.5665986829772471,0.8723877725188471,0.2863847139703712,0.4601079075506696,0.0,1.0,0
-0.6724140622317596,-0.8666019058110855,0.25075940614282594,0.4216919116443921,-0.3740191179750668,0.0,-1.0121980279265403,1.3864936340799499,0.4956390393367183,-0.638325571740905,-0.8290541729696862,-1.0487421576863714,-0.6192746078237462,1.0,0.0,0
0.014478405292024868,1.4067676209669773,0.3447081006486116,1.7378734573253527,0.5915850175273618,0.0,0.8237807099517775,-1.0477307417736565,0.9969174609162059,1.5665986829772471,0.6597075293327804,0.2863847139703712,-0.45406299832766217,1.0,0.0,1
-0.5371821076880146,-1.740974800725725,0.12713461009920587,-2.038555131436171,-0.5889208538151508,0.0,0.8237807099517775,1.038747294672292,-0.5069178038222568,-0.638325571740905,0.9787278941118804,0.2863847139703712,0.2912249289546724,0.0,1.0,0
-0.6530952115826532,1.1881743972383174,1.2511361761176925,-1.6943230348734586,0.8805030783946673,0.0,0.3647860254821981,1.734239973487608,0.9969174609162059,1.5665986829772471,0.5533674077397471,0.2863847139703712,-1.3608911660061678,0.0,1.0,0
2.3391801000678325,-0.7791646163196216,1.1581869358087764,-0.6008799046154321,2.0598581230796373,0.0,0.8237807099517775,0.8069164017338532,-1.509474646981232,-0.638325571740905,0.9787278941118804,0.2863847139703712,0.9373858905393571,1.0,0.0,1
-0.6208971271674758,-1.3037883532684054,-1.2298935459741396,1.2114008390529691,-1.6083715629257629,0.0,-0.09420865898738136,-0.004491723550682283,-0.5069178038222568,-0.638325571740905,-0.08467332181845284,0.2863847139703712,1.5982323285236932,1.0,0.0,0
-0.580112886908251,0.0077709891035539986,0.2863553517698135,-1.0969791026028692,-0.1000618036558166,0.0,-0.5532033434569608,-0.4681535094275597,-0.5069178038222568,-0.638325571740905,-0.6163739297836195,-1.0487421576863714,-0.788157586419743,1.0,0.0,0
-0.31823513366480827,-1.1289137742854773,-1.671191014438306,0.7659240082071046,-1.74647076183089,0.0,0.8237807099517775,0.11142372291853707,-1.0081962254017445,-0.638325571740905,0.8723877725188471,0.2863847139703712,1.2017244657330914,1.0,0.0,0
-0.5715267310642037,0.4886760813066058,0.8811843610916351,-0.7831204263251031,0.4800154015697986,0.0,-0.09420865898738136,-0.35223806295834037,1.4981958824956936,1.5665986829772471,-0.19101344341148618,0.2863847139703712,1.756101199819951,0.0,1.0,0
-0.6445090557386058,0.051489633849285975,-0.5459593509467484,0.20907796964977468,-0.7824414417545724,0.0,0.8237807099517775,1.1546627411415114,-0.005639382242769227,-0.638325571740905,0.9787278941118804,0.2863847139703712,1.6606456032222134,0.0,1.0,0
0.016624944253036743,0.0077709891035539986,0.42858537209363023,1.6366287230422005,0.3487605927858467,0.0,0.3647860254821981,1.1546627411415114,-1.509474646981232,-0.638325571740905,0.5533674077397471,0.2863847139703712,-1.4122903334049495,1.0,0.0,1
-0.5371821076880146,0.27008285757794587,0.9951990206268891,1.788495824466929,0.5407669351232385,0.0,0.8237807099517775,-1.3954770811813144,-0.5069178038222568,-0.638325571740905,0.6597075293327804,0.2863847139703712,0.5408780277487553,1.0,0.0,0
-0.2495458869124298,-1.3912256427598693,0.2317697764022945,-0.6211288514720618,-0.26662881987910597,0.0,-0.09420865898738136,0.34325461585697575,0.9969174609162059,1.5665986829772471,-0.08467332181845284,0.2863847139703712,1.3522505988295235,1.0,0.0,0
-0.5328890297659908,0.13892692334074994,0.4326600699731772,0.2900737570762972,0.07092680972539964,0.0,-0.5532033434569608,0.6910009552646338,0.9969174609162059,1.5665986829772471,-0.5100338081905862,-1.0487421576863714,-0.7441011572207874,1.0,0.0,0
0.8194305156714597,-1.6098188664885291,0.8631173044559068,-0.8843651606082518,0.785590164059433,0.0,1.282775394421357,-0.5840689558967791,0.4956390393367183,-0.638325571740905,1.191408137297947,1.6215115856271138,0.9043435686401399,1.0,0.0,1
-0.6037248154793812,0.0077709891035539986,-0.20506858872199007,-0.0440338660581022,-0.5005494804806858,0.0,-1.0121980279265403,-0.5840689558967791,-1.0081962254017445,-0.638325571740905,-1.041734416155753,-1.0487421576863714,1.0254987489372682,0.0,1.0,0
